id,path
30,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_2601.JPEG
31,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_2965.JPEG
32,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_2964.JPEG
33,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_33135.JPEG
34,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_15421.JPEG
35,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_6596.JPEG
36,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_14454.JPEG
37,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_15428.JPEG
38,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_2858.JPEG
39,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/remote_control/n04074963_150.JPEG
40,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_40341.JPEG
41,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_11928.JPEG
42,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_14167.JPEG
43,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_40810.JPEG
44,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_48980.JPEG
45,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_72690.JPEG
46,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_67883.JPEG
47,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_14821.JPEG
48,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_44507.JPEG
49,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/police_van/n03977966_8691.JPEG
50,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_2711.JPEG
51,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_6821.JPEG
52,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_2536.JPEG
53,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_1455.JPEG
54,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_1710.JPEG
55,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_2060.JPEG
56,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_10284.JPEG
57,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_651.JPEG
58,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_15865.JPEG
59,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ski_mask/n04229816_10630.JPEG
60,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_282.JPEG
61,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_3626.JPEG
62,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_4346.JPEG
63,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_7339.JPEG
64,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_2300.JPEG
65,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_30243.JPEG
66,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_22428.JPEG
67,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_263.JPEG
68,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_3473.JPEG
69,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/killer_whale/n02071294_24318.JPEG
70,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_1496.JPEG
71,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_5494.JPEG
72,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_18464.JPEG
73,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_5996.JPEG
74,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_18009.JPEG
75,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_4082.JPEG
76,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_17043.JPEG
77,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_10611.JPEG
78,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_1587.JPEG
79,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/half_track/n03478589_2915.JPEG
80,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_510.JPEG
81,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_7201.JPEG
82,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_1777.JPEG
83,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_3207.JPEG
84,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_2093.JPEG
85,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_5019.JPEG
86,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_4976.JPEG
87,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_387.JPEG
88,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_3558.JPEG
89,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/typewriter_keyboard/n04505470_4507.JPEG
90,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_4072.JPEG
91,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_25044.JPEG
92,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_12726.JPEG
93,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_4117.JPEG
94,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_16545.JPEG
95,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_22176.JPEG
96,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_3377.JPEG
97,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_10010.JPEG
98,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_23891.JPEG
99,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/hermit_crab/n01986214_25178.JPEG
100,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_1868.JPEG
101,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_39.JPEG
102,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_1649.JPEG
103,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_852.JPEG
104,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_5455.JPEG
105,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_2061.JPEG
106,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_3754.JPEG
107,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_2606.JPEG
108,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_1657.JPEG
109,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/steel_arch_bridge/n04311004_5405.JPEG
110,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_7060.JPEG
111,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_11823.JPEG
112,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_21374.JPEG
113,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_6343.JPEG
114,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_15261.JPEG
115,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_16898.JPEG
116,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_2045.JPEG
117,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_11389.JPEG
118,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_10112.JPEG
119,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/dugong/n02074367_3178.JPEG
120,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_43973.JPEG
121,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_16077.JPEG
122,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_40969.JPEG
123,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_22725.JPEG
124,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_36211.JPEG
125,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_41906.JPEG
126,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_18270.JPEG
127,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_15546.JPEG
128,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_42746.JPEG
129,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/horizontal_bar/n03535780_3870.JPEG
130,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_3638.JPEG
131,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_11704.JPEG
132,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_71484.JPEG
133,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_107307.JPEG
134,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_76359.JPEG
135,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_9780.JPEG
136,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_49979.JPEG
137,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_31572.JPEG
138,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_16123.JPEG
139,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/grocery_store/n03461385_72736.JPEG
140,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_2874.JPEG
141,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_7657.JPEG
142,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_206.JPEG
143,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_3830.JPEG
144,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_1944.JPEG
145,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_19993.JPEG
146,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_433.JPEG
147,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_2768.JPEG
148,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_9325.JPEG
149,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/lynx/n02127052_7004.JPEG
150,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_6856.JPEG
151,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_20346.JPEG
152,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_5207.JPEG
153,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_10810.JPEG
154,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_17531.JPEG
155,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_17360.JPEG
156,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_6758.JPEG
157,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_55.JPEG
158,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_13048.JPEG
159,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/ruffed_grouse/n01797886_13537.JPEG
160,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_19218.JPEG
161,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_39745.JPEG
162,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_7944.JPEG
163,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_25274.JPEG
164,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_40972.JPEG
165,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_39714.JPEG
166,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_23991.JPEG
167,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_14658.JPEG
168,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_948.JPEG
169,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/apiary/n02727426_25725.JPEG
170,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_96993.JPEG
171,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_90221.JPEG
172,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_26855.JPEG
173,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_96496.JPEG
174,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_109985.JPEG
175,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_113223.JPEG
176,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_95746.JPEG
177,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_90417.JPEG
178,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_116887.JPEG
179,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/cornet/n03110669_14570.JPEG
180,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_56024.JPEG
181,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_13491.JPEG
182,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_499.JPEG
183,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_8922.JPEG
184,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_3551.JPEG
185,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_6704.JPEG
186,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_7573.JPEG
187,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_875.JPEG
188,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_8873.JPEG
189,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/rocking_chair/n04099969_594.JPEG
190,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/bottlecap/n02877765_15035.JPEG
191,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/bottlecap/n02877765_5062.JPEG
192,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/bottlecap/n02877765_2683.JPEG
193,/Users/eliflale/Desktop/simvec/VectorDatabase/api_for_database/DatabaseApi/user_alper_gallery/train/bottlecap/n02877765_1596.JPEG
